Idade,Genero,Item_Comprado,Valor_Compra(R$),Forma_Pagamento,Compras_Anteriores,Frequencia_Compras
58,Feminino,Sueter,23.0,PayPal,46,Duas vezes/semana
50,Feminino,Cachecol,33.0,Dinheiro,7,Mensal
43,Feminino,Saia,58.0,Transferencia Bancaria,45,A cada 3 meses
38,Feminino,Luvas,65.0,Venmo,47,Trimestral
44,Feminino,Camiseta,48.0,Cartao de Credito,6,Quinzenal
30,Feminino,Sandalias,25.0,Dinheiro,29,A cada 3 meses
47,Feminino,Sueter,51.0,Cartao de Debito,42,Mensal
30,Feminino,Cinto,31.0,Venmo,46,Quinzenal
49,Feminino,Agasalho,99.0,PayPal,28,Anual
56,Feminino,Meias,25.0,Cartao de Credito,14,A cada 3 meses
70,Feminino,Sandalias,52.0,Cartao de Debito,12,A cada 3 meses
22,Feminino,Blusa,47.0,Cartao de Debito,41,Anual
51,Feminino,Botas,98.0,Cartao de Debito,8,Anual
22,Feminino,Bone,46.0,Cartao de Credito,24,Trimestral
37,Feminino,Camisa,32.0,Transferencia Bancaria,18,Quinzenal
49,Feminino,Shorts,75.0,PayPal,6,Trimestral
61,Feminino,Bolsa,51.0,Cartao de Debito,40,Semanal
41,Feminino,Vestido,52.0,PayPal,6,A cada 3 meses
57,Feminino,Bone,66.0,Transferencia Bancaria,27,Trimestral
34,Feminino,Sueter,35.0,Transferencia Bancaria,2,Semanal
27,Feminino,Casaco,43.0,Cartao de Credito,39,Duas vezes/semana
39,Feminino,Agasalho,24.0,Cartao de Credito,9,Trimestral
62,Feminino,Joias,83.0,PayPal,16,A cada 3 meses
34,Feminino,Camiseta,62.0,Cartao de Debito,36,Trimestral
53,Feminino,Calca,78.0,Venmo,2,Duas vezes/semana
35,Feminino,Sueter,61.0,Venmo,21,Semanal
38,Feminino,Calca,57.0,Cartao de Credito,39,Anual
32,Feminino,Meias,70.0,Cartao de Credito,38,Anual
47,Feminino,Agasalho,57.0,Dinheiro,6,A cada 3 meses
53,Feminino,Cachecol,74.0,Cartao de Credito,6,Duas vezes/semana
60,Feminino,Vestido,90.0,PayPal,50,Mensal
31,Feminino,Sandalias,98.0,Dinheiro,9,Anual
44,Feminino,Vestido,43.0,Cartao de Debito,15,A cada 3 meses
29,Feminino,Calca,37.0,PayPal,5,Trimestral
19,Feminino,Blusa,38.0,Transferencia Bancaria,13,Duas vezes/semana
54,Feminino,Jeans,60.0,Dinheiro,44,Quinzenal
40,Feminino,Calca,55.0,Cartao de Debito,36,Anual
39,Feminino,Óculos de Sol,51.0,Cartao de Debito,18,Quinzenal
44,Feminino,Mochila,71.0,Venmo,39,Semanal
22,Feminino,Agasalho,61.0,Venmo,11,A cada 3 meses
30,Feminino,Botas,65.0,Cartao de Credito,1,Duas vezes/semana
69,Feminino,Luvas,34.0,Dinheiro,34,Anual
28,Feminino,Blusa,87.0,Venmo,47,Duas vezes/semana
57,Feminino,Sueter,79.0,Venmo,24,Trimestral
46,Feminino,Vestido,46.0,Transferencia Bancaria,20,Trimestral
48,Feminino,Meias,72.0,PayPal,11,Anual
24,Feminino,Camisa,93.0,PayPal,3,A cada 3 meses
50,Feminino,Sandalias,76.0,PayPal,38,Duas vezes/semana
29,Feminino,Sapato,56.0,Venmo,45,Semanal
61,Feminino,Sandalias,83.0,Cartao de Credito,31,Trimestral
34,Feminino,Luvas,90.0,Dinheiro,16,Duas vezes/semana
27,Feminino,Botas,94.0,Venmo,3,Trimestral
38,Feminino,Blusa,68.0,Cartao de Credito,15,Anual
25,Feminino,Sandalias,53.0,PayPal,11,A cada 3 meses
54,Feminino,Casaco,35.0,PayPal,22,Quinzenal
53,Feminino,Jaqueta,30.0,Dinheiro,35,Anual
23,Feminino,Joias,26.0,Venmo,5,Duas vezes/semana
19,Feminino,Bone,60.0,Cartao de Debito,35,Duas vezes/semana
57,Feminino,Sapato,30.0,PayPal,27,Semanal
19,Feminino,Casaco,91.0,Cartao de Credito,9,Mensal
33,Feminino,Botas,71.0,Venmo,21,Duas vezes/semana
33,Feminino,Cachecol,64.0,Venmo,23,Mensal
38,Feminino,Bone,54.0,Transferencia Bancaria,3,Duas vezes/semana
47,Feminino,Meias,35.0,PayPal,31,Anual
39,Feminino,Camiseta,38.0,Transferencia Bancaria,44,Anual
32,Feminino,Joias,69.0,Cartao de Debito,20,Mensal
27,Feminino,Saia,96.0,Cartao de Debito,34,Semanal
67,Feminino,Meias,73.0,Cartao de Credito,17,A cada 3 meses
46,Feminino,Cinto,49.0,Dinheiro,20,Anual
36,Feminino,Botas,44.0,Cartao de Credito,46,A cada 3 meses
62,Feminino,Meias,93.0,Dinheiro,28,Anual
31,Feminino,Calca,72.0,PayPal,6,Quinzenal
68,Feminino,Meias,91.0,Cartao de Debito,50,Duas vezes/semana
57,Feminino,Cinto,83.0,Venmo,41,Mensal
22,Feminino,Jaqueta,62.0,Venmo,50,Anual
26,Feminino,Camisa,71.0,Cartao de Debito,33,Mensal
43,Feminino,Luvas,93.0,Dinheiro,25,Trimestral
45,Feminino,Bolsa,63.0,Cartao de Credito,2,Semanal
64,Feminino,Sueter,96.0,Cartao de Debito,15,Anual
28,Feminino,Saia,78.0,Venmo,12,Semanal
47,Feminino,Vestido,24.0,PayPal,28,Duas vezes/semana
53,Feminino,Calca,63.0,Dinheiro,12,Duas vezes/semana
42,Feminino,Bone,58.0,Venmo,3,Anual
51,Feminino,Botas,55.0,Cartao de Debito,20,Semanal
62,Feminino,Sandalias,58.0,Cartao de Debito,3,Duas vezes/semana
18,Feminino,Casaco,28.0,PayPal,32,Quinzenal
48,Feminino,Blusa,37.0,PayPal,35,Mensal
20,Feminino,Shorts,78.0,PayPal,31,Mensal
32,Feminino,Blusa,73.0,Transferencia Bancaria,13,Anual
26,Feminino,Jaqueta,20.0,Cartao de Credito,3,Quinzenal
31,Feminino,Camisa,60.0,Venmo,48,Duas vezes/semana
55,Feminino,Bolsa,71.0,Dinheiro,15,Duas vezes/semana
49,Feminino,Camiseta,89.0,Transferencia Bancaria,13,Anual
42,Feminino,Agasalho,53.0,Transferencia Bancaria,21,Mensal
64,Feminino,Joias,87.0,Transferencia Bancaria,29,Quinzenal
68,Feminino,Joias,37.0,PayPal,24,Trimestral
68,Feminino,Agasalho,37.0,Venmo,21,Anual
41,Feminino,Cachecol,78.0,Cartao de Credito,5,Duas vezes/semana
51,Feminino,Sapato,23.0,Venmo,47,Trimestral
44,Feminino,Jeans,73.0,Transferencia Bancaria,34,A cada 3 meses
27,Feminino,Joias,27.0,Cartao de Debito,45,Quinzenal
36,Feminino,Casaco,59.0,Cartao de Debito,12,Anual
19,Feminino,Mochila,53.0,Transferencia Bancaria,31,Semanal
49,Feminino,Meias,42.0,Cartao de Debito,43,Anual
18,Feminino,Cachecol,45.0,Transferencia Bancaria,5,Anual
36,Feminino,Óculos de Sol,89.0,Cartao de Credito,36,Trimestral
36,Feminino,Meias,85.0,Transferencia Bancaria,12,Anual
19,Feminino,Casaco,69.0,Dinheiro,31,Duas vezes/semana
43,Feminino,Sandalias,66.0,Dinheiro,31,Duas vezes/semana
31,Feminino,Blusa,42.0,Transferencia Bancaria,15,Semanal
63,Feminino,Vestido,40.0,Cartao de Credito,11,Semanal
41,Feminino,Calca,82.0,PayPal,18,Mensal
48,Feminino,Tenis,88.0,Cartao de Debito,9,Trimestral
68,Feminino,Botas,99.0,Cartao de Credito,11,Semanal
53,Feminino,Bolsa,85.0,PayPal,38,Duas vezes/semana
36,Feminino,Bolsa,57.0,PayPal,42,Trimestral
46,Feminino,Sueter,56.0,PayPal,41,Mensal
21,Feminino,Sandalias,79.0,Dinheiro,45,Mensal
52,Feminino,Meias,67.0,Cartao de Credito,41,Duas vezes/semana
66,Feminino,Luvas,61.0,Venmo,35,Semanal
19,Feminino,Agasalho,37.0,Venmo,21,A cada 3 meses
44,Feminino,Vestido,75.0,Cartao de Debito,13,Duas vezes/semana
50,Feminino,Camisa,21.0,Cartao de Debito,23,Quinzenal
51,Feminino,Shorts,89.0,Cartao de Debito,6,Semanal
25,Feminino,Sandalias,24.0,Cartao de Debito,39,Anual
62,Feminino,Sueter,27.0,Dinheiro,7,Trimestral
48,Feminino,Vestido,26.0,Transferencia Bancaria,32,A cada 3 meses
62,Feminino,Botas,82.0,Venmo,43,Trimestral
22,Feminino,Calca,28.0,Transferencia Bancaria,15,Mensal
48,Feminino,Luvas,65.0,PayPal,48,Anual
48,Feminino,Calca,82.0,Dinheiro,35,Semanal
62,Feminino,Cachecol,38.0,Cartao de Credito,41,Trimestral
24,Feminino,Shorts,33.0,Cartao de Debito,14,Semanal
39,Feminino,Sapato,38.0,Dinheiro,22,Mensal
35,Feminino,Bolsa,48.0,PayPal,16,A cada 3 meses
47,Feminino,Sandalias,35.0,PayPal,2,Duas vezes/semana
22,Feminino,Meias,29.0,Transferencia Bancaria,13,A cada 3 meses
38,Feminino,Camisa,48.0,Cartao de Credito,38,Quinzenal
53,Feminino,Sapato,87.0,Transferencia Bancaria,43,Semanal
31,Feminino,Mochila,62.0,Transferencia Bancaria,26,Trimestral
31,Feminino,Camisa,96.0,Dinheiro,39,Semanal
65,Feminino,Bolsa,41.0,Transferencia Bancaria,50,Mensal
48,Feminino,Joias,42.0,Dinheiro,40,A cada 3 meses
18,Feminino,Camisa,57.0,Venmo,12,Quinzenal
46,Feminino,Bolsa,65.0,Transferencia Bancaria,33,A cada 3 meses
52,Feminino,Calca,54.0,Venmo,49,Semanal
50,Feminino,Camiseta,22.0,Dinheiro,43,Duas vezes/semana
49,Feminino,Tenis,96.0,Cartao de Credito,14,Mensal
69,Feminino,Joias,81.0,Venmo,21,A cada 3 meses
36,Feminino,Camisa,46.0,Transferencia Bancaria,31,Trimestral
30,Feminino,Blusa,74.0,Transferencia Bancaria,29,Quinzenal
25,Feminino,Tenis,50.0,Venmo,32,Mensal
19,Feminino,Vestido,80.0,PayPal,16,Duas vezes/semana
34,Feminino,Botas,56.0,Venmo,38,Duas vezes/semana
29,Feminino,Saia,69.0,Cartao de Debito,34,A cada 3 meses
50,Feminino,Camisa,97.0,Transferencia Bancaria,30,Trimestral
31,Feminino,Shorts,66.0,Cartao de Credito,14,Quinzenal
41,Feminino,Bone,70.0,PayPal,33,Mensal
52,Feminino,Sapato,50.0,Cartao de Credito,35,Semanal
27,Feminino,Calca,85.0,Transferencia Bancaria,13,Trimestral
49,Feminino,Mochila,59.0,PayPal,30,Quinzenal
69,Feminino,Calca,74.0,Cartao de Credito,30,Mensal
45,Feminino,Óculos de Sol,38.0,PayPal,47,Anual
20,Feminino,Sueter,99.0,PayPal,1,A cada 3 meses
25,Feminino,Blusa,97.0,Dinheiro,1,Semanal
38,Feminino,Cachecol,67.0,Dinheiro,33,Anual
55,Feminino,Camiseta,20.0,Cartao de Credito,43,Semanal
62,Feminino,Óculos de Sol,45.0,Transferencia Bancaria,37,Semanal
54,Feminino,Sapato,52.0,Cartao de Credito,23,Trimestral
61,Feminino,Calca,68.0,Cartao de Credito,12,Anual
50,Feminino,Tenis,98.0,Venmo,30,Quinzenal
65,Feminino,Sapato,83.0,Venmo,7,Semanal
68,Feminino,Shorts,51.0,Transferencia Bancaria,20,Mensal
55,Feminino,Bolsa,21.0,Venmo,10,Mensal
57,Feminino,Bolsa,92.0,Venmo,40,A cada 3 meses
56,Feminino,Sapato,63.0,Venmo,21,Mensal
29,Feminino,Joias,56.0,Venmo,17,Duas vezes/semana
24,Feminino,Shorts,95.0,Transferencia Bancaria,5,Semanal
59,Feminino,Blusa,66.0,Dinheiro,22,Anual
62,Feminino,Casaco,28.0,Transferencia Bancaria,5,Semanal
58,Feminino,Bone,83.0,Cartao de Credito,18,A cada 3 meses
64,Feminino,Meias,55.0,PayPal,42,A cada 3 meses
48,Feminino,Sandalias,28.0,Venmo,22,Anual
60,Feminino,Cachecol,79.0,Transferencia Bancaria,37,Duas vezes/semana
52,Feminino,Cachecol,31.0,Cartao de Debito,23,Anual
63,Feminino,Blusa,37.0,Venmo,47,Quinzenal
44,Feminino,Camiseta,34.0,Cartao de Credito,11,Quinzenal
63,Feminino,Sapato,74.0,Venmo,32,Semanal
66,Feminino,Luvas,31.0,Cartao de Credito,20,Semanal
22,Feminino,Óculos de Sol,66.0,Cartao de Credito,3,Trimestral
62,Feminino,Sapato,99.0,Dinheiro,32,Semanal
39,Feminino,Vestido,55.0,Transferencia Bancaria,5,Quinzenal
25,Feminino,Blusa,23.0,PayPal,45,Trimestral
70,Feminino,Sueter,88.0,Transferencia Bancaria,43,Duas vezes/semana
52,Feminino,Jaqueta,26.0,PayPal,1,A cada 3 meses
68,Feminino,Mochila,94.0,Cartao de Credito,9,Trimestral
18,Feminino,Shorts,25.0,Cartao de Debito,13,A cada 3 meses
18,Feminino,Meias,96.0,Dinheiro,5,Anual
63,Feminino,Tenis,29.0,Dinheiro,39,Quinzenal
47,Feminino,Tenis,36.0,PayPal,7,Semanal
43,Feminino,Blusa,90.0,Cartao de Credito,8,A cada 3 meses
60,Feminino,Luvas,38.0,PayPal,40,Anual
49,Feminino,Bolsa,52.0,Dinheiro,35,Mensal
28,Feminino,Jeans,88.0,Cartao de Credito,14,Mensal
32,Feminino,Cachecol,56.0,Venmo,26,Mensal
29,Feminino,Sandalias,71.0,Dinheiro,14,Trimestral
35,Feminino,Sandalias,94.0,Cartao de Credito,9,Quinzenal
23,Feminino,Vestido,97.0,PayPal,32,Anual
70,Feminino,Saia,27.0,Dinheiro,15,A cada 3 meses
23,Feminino,Shorts,28.0,Transferencia Bancaria,25,Mensal
43,Feminino,Jeans,67.0,Dinheiro,27,Mensal
29,Feminino,Meias,70.0,Dinheiro,39,Trimestral
61,Feminino,Casaco,95.0,Dinheiro,49,Duas vezes/semana
29,Feminino,Botas,24.0,Dinheiro,12,Duas vezes/semana
66,Feminino,Cinto,35.0,PayPal,13,Semanal
46,Feminino,Sapato,22.0,Cartao de Credito,22,Trimestral
34,Feminino,Cachecol,66.0,Transferencia Bancaria,19,A cada 3 meses
51,Feminino,Blusa,83.0,Transferencia Bancaria,3,Duas vezes/semana
26,Feminino,Vestido,95.0,Venmo,50,Semanal
23,Feminino,Shorts,41.0,Dinheiro,15,Anual
52,Feminino,Blusa,77.0,Cartao de Debito,44,A cada 3 meses
39,Feminino,Tenis,52.0,Cartao de Debito,48,Mensal
39,Feminino,Luvas,41.0,Dinheiro,4,Duas vezes/semana
33,Feminino,Agasalho,28.0,PayPal,12,Duas vezes/semana
33,Feminino,Sueter,90.0,Cartao de Debito,33,Anual
23,Feminino,Óculos de Sol,55.0,Transferencia Bancaria,40,Anual
31,Feminino,Cinto,73.0,Dinheiro,38,A cada 3 meses
27,Feminino,Vestido,87.0,PayPal,19,A cada 3 meses
48,Feminino,Jaqueta,89.0,Dinheiro,38,Trimestral
61,Feminino,Botas,82.0,Dinheiro,18,Quinzenal
63,Feminino,Sandalias,80.0,Transferencia Bancaria,24,Mensal
19,Feminino,Cachecol,87.0,PayPal,29,Trimestral
21,Feminino,Blusa,41.0,Dinheiro,14,Anual
28,Feminino,Agasalho,83.0,Transferencia Bancaria,44,Quinzenal
29,Feminino,Óculos de Sol,71.0,Dinheiro,18,Trimestral
23,Feminino,Agasalho,76.0,Transferencia Bancaria,19,Duas vezes/semana
37,Feminino,Cachecol,34.0,Dinheiro,4,Semanal
67,Feminino,Vestido,81.0,PayPal,25,Duas vezes/semana
34,Feminino,Camiseta,47.0,Cartao de Debito,3,Mensal
58,Feminino,Saia,36.0,Transferencia Bancaria,40,Trimestral
45,Feminino,Jeans,51.0,Cartao de Debito,5,Semanal
63,Feminino,Agasalho,86.0,Transferencia Bancaria,17,Anual
68,Feminino,Jeans,41.0,Venmo,36,A cada 3 meses
41,Feminino,Sandalias,90.0,Dinheiro,41,Anual
50,Feminino,Bone,93.0,Cartao de Debito,20,Duas vezes/semana
24,Feminino,Luvas,56.0,Transferencia Bancaria,2,A cada 3 meses
21,Feminino,Meias,39.0,Cartao de Debito,31,Mensal
18,Feminino,Jaqueta,86.0,Cartao de Credito,23,Quinzenal
63,Feminino,Camiseta,82.0,PayPal,30,Anual
47,Feminino,Sandalias,29.0,Cartao de Credito,26,A cada 3 meses
58,Feminino,Bone,27.0,Dinheiro,40,Anual
46,Feminino,Luvas,25.0,Transferencia Bancaria,19,Anual
35,Feminino,Vestido,31.0,Transferencia Bancaria,4,Mensal
42,Feminino,Agasalho,23.0,Dinheiro,33,Quinzenal
48,Feminino,Cinto,47.0,Cartao de Debito,29,Mensal
28,Feminino,Luvas,67.0,Venmo,47,Duas vezes/semana
44,Feminino,Cachecol,75.0,Dinheiro,50,Semanal
60,Feminino,Sandalias,82.0,Cartao de Credito,28,Quinzenal
38,Feminino,Tenis,32.0,Venmo,5,Quinzenal
46,Feminino,Vestido,41.0,Transferencia Bancaria,12,Anual
39,Feminino,Joias,89.0,Venmo,4,Semanal
22,Feminino,Bone,82.0,PayPal,22,Duas vezes/semana
44,Feminino,Cachecol,99.0,Cartao de Debito,32,Semanal
69,Feminino,Blusa,98.0,Transferencia Bancaria,32,Trimestral
39,Feminino,Cinto,54.0,Cartao de Credito,48,A cada 3 meses
53,Feminino,Blusa,88.0,Dinheiro,35,Mensal
52,Feminino,Camiseta,43.0,Cartao de Credito,44,Quinzenal
65,Feminino,Bone,73.0,Cartao de Credito,29,Semanal
48,Feminino,Bone,50.0,Cartao de Debito,26,Mensal
27,Feminino,Tenis,73.0,PayPal,3,Trimestral
39,Feminino,Luvas,51.0,Venmo,1,Duas vezes/semana
59,Feminino,Meias,22.0,Transferencia Bancaria,17,Anual
52,Feminino,Sandalias,32.0,Dinheiro,17,Quinzenal
50,Feminino,Sandalias,38.0,PayPal,36,Semanal
32,Feminino,Botas,66.0,PayPal,32,Quinzenal
40,Feminino,Mochila,20.0,Cartao de Credito,50,Duas vezes/semana
26,Feminino,Casaco,44.0,Venmo,39,Anual
47,Feminino,Óculos de Sol,31.0,Cartao de Credito,17,Mensal
51,Feminino,Jaqueta,45.0,Cartao de Debito,39,A cada 3 meses
47,Feminino,Vestido,71.0,Cartao de Credito,5,Anual
53,Feminino,Cachecol,96.0,Transferencia Bancaria,47,Anual
35,Feminino,Blusa,32.0,Dinheiro,18,Semanal
38,Feminino,Mochila,90.0,Cartao de Credito,31,A cada 3 meses
69,Feminino,Joias,68.0,Cartao de Credito,39,Quinzenal
47,Feminino,Shorts,45.0,Dinheiro,12,Semanal
31,Feminino,Saia,67.0,Dinheiro,45,Duas vezes/semana
68,Feminino,Saia,57.0,Cartao de Debito,33,Quinzenal
51,Feminino,Jeans,60.0,Dinheiro,3,Anual
20,Feminino,Bolsa,32.0,Transferencia Bancaria,5,A cada 3 meses
27,Feminino,Bolsa,29.0,Venmo,23,Mensal
67,Feminino,Casaco,20.0,Cartao de Debito,39,Quinzenal
21,Feminino,Joias,98.0,Cartao de Debito,10,Anual
20,Feminino,Sueter,27.0,Venmo,4,Duas vezes/semana
35,Feminino,Jaqueta,67.0,Cartao de Debito,18,Mensal
58,Feminino,Sapato,82.0,Transferencia Bancaria,1,A cada 3 meses
28,Feminino,Camiseta,72.0,Dinheiro,18,Quinzenal
27,Feminino,Sandalias,77.0,Transferencia Bancaria,46,Anual
19,Feminino,Sapato,74.0,Venmo,13,Quinzenal
63,Feminino,Sandalias,39.0,Dinheiro,5,Quinzenal
69,Feminino,Shorts,80.0,Venmo,11,Semanal
65,Feminino,Mochila,59.0,Dinheiro,49,Semanal
63,Feminino,Jaqueta,68.0,Dinheiro,1,Quinzenal
28,Feminino,Meias,77.0,Cartao de Credito,11,Trimestral
67,Feminino,Joias,50.0,Cartao de Credito,47,A cada 3 meses
51,Feminino,Calca,45.0,Cartao de Credito,20,Mensal
59,Feminino,Blusa,71.0,PayPal,18,Anual
25,Feminino,Meias,52.0,Cartao de Credito,43,Trimestral
31,Feminino,Sapato,50.0,Dinheiro,4,A cada 3 meses
62,Feminino,Bolsa,66.0,Transferencia Bancaria,20,Trimestral
51,Feminino,Sandalias,81.0,Venmo,7,Mensal
32,Feminino,Meias,28.0,Cartao de Debito,31,Quinzenal
35,Feminino,Bolsa,65.0,Venmo,41,Quinzenal
70,Feminino,Bone,80.0,Dinheiro,3,Mensal
19,Feminino,Joias,94.0,PayPal,16,Mensal
32,Feminino,Mochila,30.0,Dinheiro,43,Anual
56,Feminino,Camisa,45.0,Cartao de Debito,29,Quinzenal
53,Feminino,Casaco,91.0,PayPal,5,Duas vezes/semana
22,Feminino,Óculos de Sol,36.0,Venmo,30,Trimestral
26,Feminino,Luvas,73.0,PayPal,33,Mensal
42,Feminino,Camisa,60.0,Venmo,46,Duas vezes/semana
30,Feminino,Meias,77.0,Transferencia Bancaria,17,Quinzenal
29,Feminino,Saia,86.0,PayPal,47,Duas vezes/semana
47,Feminino,Shorts,42.0,PayPal,17,Duas vezes/semana
59,Feminino,Sandalias,70.0,PayPal,17,Duas vezes/semana
34,Feminino,Camisa,44.0,PayPal,28,A cada 3 meses
52,Feminino,Óculos de Sol,91.0,Venmo,8,Mensal
47,Feminino,Joias,30.0,Dinheiro,8,Trimestral
24,Feminino,Blusa,23.0,Venmo,4,Duas vezes/semana
63,Feminino,Sandalias,21.0,Cartao de Credito,24,Semanal
59,Feminino,Casaco,34.0,Venmo,29,Quinzenal
66,Feminino,Blusa,46.0,Cartao de Debito,10,Semanal
45,Feminino,Sueter,41.0,Venmo,11,Duas vezes/semana
38,Feminino,Saia,33.0,Transferencia Bancaria,18,Quinzenal
63,Feminino,Blusa,48.0,Venmo,26,Anual
55,Feminino,Agasalho,66.0,PayPal,39,Semanal
25,Feminino,Saia,54.0,Cartao de Credito,4,Anual
51,Feminino,Mochila,55.0,Dinheiro,24,Semanal
28,Feminino,Bolsa,84.0,Cartao de Credito,2,A cada 3 meses
46,Feminino,Sandalias,66.0,Dinheiro,36,Anual
58,Feminino,Sapato,65.0,PayPal,36,Semanal
30,Feminino,Sandalias,83.0,Transferencia Bancaria,23,A cada 3 meses
68,Feminino,Óculos de Sol,61.0,PayPal,36,Trimestral
28,Feminino,Saia,65.0,PayPal,2,Anual
26,Feminino,Sandalias,55.0,Cartao de Credito,17,Duas vezes/semana
35,Feminino,Luvas,79.0,Transferencia Bancaria,19,Semanal
40,Feminino,Agasalho,96.0,Transferencia Bancaria,41,Mensal
31,Feminino,Meias,43.0,Cartao de Debito,27,Trimestral
60,Feminino,Joias,40.0,PayPal,32,Quinzenal
69,Feminino,Bone,62.0,Dinheiro,33,Anual
51,Feminino,Blusa,72.0,Venmo,24,Trimestral
49,Feminino,Sapato,87.0,Dinheiro,31,A cada 3 meses
18,Feminino,Bone,31.0,Dinheiro,35,Semanal
63,Feminino,Óculos de Sol,34.0,Cartao de Credito,2,Mensal
57,Feminino,Camisa,53.0,Transferencia Bancaria,42,A cada 3 meses
45,Feminino,Camiseta,85.0,Venmo,47,A cada 3 meses
36,Feminino,Calca,50.0,Cartao de Credito,44,Duas vezes/semana
20,Feminino,Calca,91.0,Dinheiro,8,A cada 3 meses
21,Feminino,Bone,56.0,Cartao de Debito,13,Trimestral
62,Feminino,Casaco,60.0,Cartao de Credito,10,Anual
23,Feminino,Jaqueta,34.0,PayPal,1,Quinzenal
26,Feminino,Sandalias,30.0,Venmo,1,Mensal
30,Feminino,Luvas,71.0,PayPal,18,Anual
18,Feminino,Vestido,100.0,Transferencia Bancaria,2,Anual
47,Feminino,Cinto,85.0,Cartao de Debito,36,A cada 3 meses
41,Feminino,Meias,83.0,Cartao de Credito,17,Duas vezes/semana
62,Feminino,Jaqueta,31.0,Cartao de Credito,1,Anual
28,Feminino,Botas,82.0,Transferencia Bancaria,50,Trimestral
46,Feminino,Camisa,79.0,Transferencia Bancaria,3,Duas vezes/semana
54,Feminino,Bone,62.0,Cartao de Credito,45,Trimestral
36,Feminino,Sapato,92.0,PayPal,28,Anual
25,Feminino,Meias,58.0,Transferencia Bancaria,6,A cada 3 meses
38,Feminino,Agasalho,88.0,Venmo,33,A cada 3 meses
38,Feminino,Sandalias,44.0,Dinheiro,29,Anual
42,Feminino,Jeans,56.0,Dinheiro,2,A cada 3 meses
19,Feminino,Joias,23.0,Cartao de Debito,43,Duas vezes/semana
34,Feminino,Shorts,45.0,Cartao de Credito,48,Quinzenal
38,Feminino,Óculos de Sol,31.0,Transferencia Bancaria,43,Semanal
42,Feminino,Calca,96.0,Dinheiro,26,Duas vezes/semana
58,Feminino,Camisa,96.0,Venmo,26,Duas vezes/semana
56,Feminino,Camisa,80.0,Cartao de Debito,50,Duas vezes/semana
62,Feminino,Calca,28.0,Cartao de Credito,36,Trimestral
24,Feminino,Agasalho,51.0,Venmo,26,Quinzenal
60,Feminino,Meias,41.0,Transferencia Bancaria,2,Mensal
53,Feminino,Casaco,99.0,Cartao de Debito,49,Mensal
26,Feminino,Sueter,53.0,Cartao de Credito,32,Duas vezes/semana
34,Feminino,Mochila,25.0,PayPal,3,Anual
24,Feminino,Blusa,95.0,Cartao de Debito,38,A cada 3 meses
42,Feminino,Agasalho,88.0,Cartao de Debito,5,Mensal
36,Feminino,Joias,97.0,Dinheiro,8,A cada 3 meses
24,Feminino,Casaco,81.0,Cartao de Debito,43,Semanal
39,Feminino,Óculos de Sol,26.0,Transferencia Bancaria,22,Quinzenal
46,Feminino,Sapato,41.0,PayPal,10,A cada 3 meses
64,Feminino,Saia,93.0,Transferencia Bancaria,26,Mensal
64,Feminino,Saia,69.0,Cartao de Credito,42,Duas vezes/semana
61,Feminino,Saia,44.0,Cartao de Debito,33,Semanal
61,Feminino,Sandalias,54.0,Dinheiro,23,Trimestral
44,Feminino,Tenis,61.0,Cartao de Credito,30,Trimestral
65,Feminino,Meias,80.0,PayPal,36,Semanal
60,Feminino,Mochila,30.0,Venmo,3,A cada 3 meses
65,Feminino,Shorts,94.0,Venmo,13,Anual
27,Feminino,Camisa,24.0,PayPal,38,A cada 3 meses
36,Feminino,Meias,21.0,PayPal,19,Mensal
22,Feminino,Joias,52.0,Dinheiro,14,Duas vezes/semana
62,Feminino,Bolsa,59.0,Dinheiro,43,Anual
59,Feminino,Shorts,51.0,Venmo,10,Quinzenal
50,Feminino,Sueter,35.0,PayPal,34,Trimestral
51,Feminino,Luvas,87.0,Dinheiro,31,Anual
23,Feminino,Calca,42.0,Cartao de Credito,34,Semanal
21,Feminino,Camiseta,86.0,Transferencia Bancaria,28,Duas vezes/semana
44,Feminino,Calca,26.0,Dinheiro,35,Anual
25,Feminino,Sueter,60.0,Transferencia Bancaria,41,Trimestral
57,Feminino,Luvas,83.0,Venmo,48,Quinzenal
41,Feminino,Cinto,63.0,Cartao de Debito,45,Trimestral
19,Feminino,Tenis,25.0,Cartao de Debito,10,Quinzenal
43,Feminino,Shorts,65.0,Cartao de Debito,9,Semanal
25,Feminino,Tenis,60.0,PayPal,30,Anual
60,Feminino,Jeans,75.0,Venmo,45,Anual
54,Feminino,Tenis,57.0,Transferencia Bancaria,41,Trimestral
52,Feminino,Botas,99.0,Venmo,40,Quinzenal
40,Feminino,Jaqueta,45.0,Dinheiro,42,Quinzenal
39,Feminino,Luvas,66.0,Dinheiro,17,Quinzenal
54,Feminino,Meias,53.0,Dinheiro,4,Anual
64,Feminino,Jeans,94.0,Cartao de Debito,6,Mensal
31,Feminino,Botas,47.0,Venmo,22,Semanal
37,Feminino,Blusa,80.0,PayPal,46,A cada 3 meses
43,Feminino,Bone,65.0,Dinheiro,27,Mensal
56,Feminino,Camisa,75.0,Cartao de Debito,18,A cada 3 meses
27,Feminino,Bolsa,45.0,Venmo,31,Semanal
40,Feminino,Óculos de Sol,51.0,Cartao de Credito,1,Semanal
43,Feminino,Cachecol,58.0,Cartao de Credito,2,Quinzenal
62,Feminino,Óculos de Sol,20.0,Dinheiro,46,Anual
